Date,AAPL,JPM,PG,UAL
1/12/2009,2.70735383,18.08844948,39.93028641,11.64999962
1/13/2009,2.67834425,19.13410759,39.61720276,11.03999996
1/14/2009,2.605668068,18.81460381,38.54465866,10.27000046
1/15/2009,2.546121597,17.6745491,38.27817917,11.14000034
1/16/2009,2.514058113,16.57079124,38.45805359,11.94999981
1/20/2009,2.387942553,13.13609409,38.25818634,11.61999989
1/21/2009,2.529325724,16.43282509,38.6204567,10.90999985
1/22/2009,2.69819212,16.77412033,38.21125031,11.44999981
1/23/2009,2.69819212,17.63097382,37.56722641,11.82999992
1/26/2009,2.737279415,17.79072952,37.81544113,12.10999966
1/27/2009,2.770563602,18.19737434,38.03681564,11.03999996
1/28/2009,2.876524448,20.08537102,39.02967453,11.72000027
1/29/2009,2.839880705,18.46604729,39.05651093,10.5
1/30/2009,2.75224185,18.5241375,36.56095886,9.43999958
2/2/2009,2.794381857,18.29903793,35.58824158,9.079999924
2/3/2009,2.839269876,17.46397018,36.16515732,8.970000267
2/4/2009,2.85667491,17.45669937,35.2326889,8.539999962
2/5/2009,2.945536852,17.81978035,35.76937103,8.579999924
2/6/2009,3.045085907,20.06359291,36.22553253,8.93999958
2/9/2009,3.130281448,19.80943871,35.51444244,8.890000343
2/10/2009,2.987371922,17.87786293,34.51489258,8.229999542
2/11/2009,2.956529856,18.94532013,34.32036209,7.53000021
2/12/2009,3.031344175,19.01792908,34.40084457,7.869999886
2/13/2009,3.027984858,17.92869568,34.27338791,7.989999771
2/17/2009,2.886601686,15.72119331,33.6159668,7.46999979
2/18/2009,2.881715298,15.61953354,34.17948151,6.360000134
2/19/2009,2.76781559,14.95873642,34.30023575,6.070000172
2/20/2009,2.784916401,14.45043087,33.70988083,5.420000076
2/23/2009,2.655135155,14.16722965,32.80424118,6.480000019
2/24/2009,2.755905151,15.26372433,33.38787079,6.71999979
2/25/2009,2.783693314,15.77928448,33.48849869,6.300000191
2/26/2009,2.723537207,16.73780441,32.85120392,5.989999771
2/27/2009,2.727201939,16.59257698,32.31452942,4.909999847
3/2/2009,2.685367823,15.36538029,31.44243431,4.260000229
3/3/2009,2.698497295,15.25645828,31.28142929,3.940000057
3/4/2009,2.783999443,14.01473331,31.73760796,4.21999979
3/5/2009,2.712849855,12.05412579,30.45629311,3.660000086
3/6/2009,2.60475111,11.56760883,30.66424561,3.940000057
3/9/2009,2.537876368,11.54581928,29.63786697,3.839999914
3/10/2009,2.706437349,14.15996933,30.30199814,4.5
3/11/2009,2.830108881,14.81350422,30.23489189,5.099999905
3/12/2009,2.942177296,16.84672737,30.71121025,5.590000153
3/13/2009,2.929351807,17.24611855,31.49609566,6.070000172
3/16/2009,2.913778543,16.76685715,32.07974243,5.440000057
3/17/2009,3.043253899,18.25546074,32.18706131,5.78000021
3/18/2009,3.100050449,19.68598747,32.21390915,6.019999981
3/19/2009,3.103105068,18.11750031,31.06676102,5.190000057
3/20/2009,3.10218811,16.8104229,30.58375549,4.480000019
3/23/2009,3.287543058,20.95675278,32.02607346,4.789999962
3/24/2009,3.25212121,19.17041397,31.57659912,4.550000191
3/25/2009,3.251816034,20.73890114,32.24073029,4.760000229
3/26/2009,3.355029821,21.13102531,32.71030807,5.400000095
3/27/2009,3.262809038,19.89657593,32.58286285,5.019999981
3/30/2009,3.190743446,18.04488564,31.7174778,4.5
3/31/2009,3.209981918,19.30112648,31.59000969,4.480000019
4/1/2009,3.318996429,20.43392372,32.34135818,4.860000134
4/2/2009,3.441752195,20.4848423,33.1530838,5.28000021
4/3/2009,3.54191184,21.29958725,33.29395294,5.289999962
4/6/2009,3.617031336,20.51394463,33.3073616,5.860000134
4/7/2009,3.511680841,19.82286644,32.6566658,5.46999979
4/8/2009,3.551989794,19.95380783,32.51578522,5.699999809
4/9/2009,3.651232958,23.82381248,32.99879074,6.559999943
4/13/2009,3.671080112,24.51489258,32.227314,6.760000229
4/14/2009,3.612756014,22.33255768,31.69734955,6.050000191
4/15/2009,3.592296839,23.68559837,32.70360565,6.559999943
4/16/2009,3.708640337,24.18026161,33.83063126,6.46999979
4/17/2009,3.768797398,24.19480896,34.65576935,6.449999809
4/20/2009,3.67963171,21.59783173,34.03187943,5.869999886
4/21/2009,3.718106508,23.66377068,34.46121979,6.630000114
4/22/2009,3.710473537,23.2054882,33.56129456,6.179999828
4/23/2009,3.829258442,24.15843773,33.37183762,6.389999866
4/24/2009,3.783454418,24.28210449,33.50039673,6.420000076
4/27/2009,3.80879879,23.84562874,33.81165314,5.5
4/28/2009,3.783454418,23.85291481,33.6221962,5.050000191
4/29/2009,3.821320772,25.08228874,34.11613846,5.179999828
4/30/2009,3.842390537,24.00567627,33.45304108,4.920000076
5/1/2009,3.885445833,23.63467789,33.4936409,5.159999847
5/4/2009,4.032935143,26.03524971,34.50182724,5.610000134
5/5/2009,4.052479267,25.32962799,33.68986893,6.21999979
5/6/2009,4.046066284,27.07549667,34.40031815,6.019999981
5/7/2009,3.941022396,25.63515472,34.73864746,5.570000172
5/8/2009,3.944992304,28.32670593,34.89426804,5.570000172
5/11/2009,3.956595421,26.06435204,34.08230591,5.510000229
5/12/2009,3.799333096,25.72244644,34.46798325,5.25
5/13/2009,3.648789883,24.76949501,34.48152161,4.829999924
5/14/2009,3.754444361,25.8533802,34.3732605,4.920000076
5/15/2009,3.738259792,25.39510345,34.28529358,4.760000229
5/18/2009,3.867429018,27.10458565,35.53707504,5.099999905
5/19/2009,3.891857624,26.04979897,35.82803726,5.139999866
5/20/2009,3.84361124,25.13321304,36.55203629,5
5/21/2009,3.792004108,25.38781738,35.87540436,4.889999866
5/22/2009,3.740703344,25.03137589,35.88215637,4.869999886
5/26/2009,3.993545294,26.58082581,36.38965225,4.909999847
5/27/2009,4.062861919,25.21323395,35.03636932,4.53000021
5/28/2009,4.124545574,26.66085625,35.58445358,4.389999866
5/29/2009,4.147142887,26.84271622,35.14463425,4.650000095
6/1/2009,4.255241394,26.26804352,36.10545349,4.96999979
6/2/2009,4.259516716,25.09685326,36.34229279,5.269999981
6/3/2009,4.304100037,24.71857452,36.40995407,5.289999962
6/4/2009,4.389295578,25.71517563,36.09868622,5.119999886
6/5/2009,4.417695045,25.13321304,35.98367691,5.039999962
6/8/2009,4.392653942,25.74427032,35.95660019,4.650000095
6/9/2009,4.358149529,25.64970207,35.46264648,4.659999847
6/10/2009,4.282723904,25.34417343,35.23934555,4.369999886
6/11/2009,4.273561478,25.41691589,35.19198608,4.119999886
6/12/2009,4.182566166,25.55513954,35.55738068,3.829999924
6/15/2009,4.155692101,24.73312569,34.73188019,3.730000019
6/16/2009,4.163631916,24.36939812,33.89960861,3.819999933
6/17/2009,4.140119553,23.80926895,33.83871841,3.980000019
6/18/2009,4.149279594,24.85679054,34.62361145,3.819999933
6/19/2009,4.259210587,25.46056366,34.26499939,3.849999905
6/22/2009,4.194779396,23.91111374,34.21086502,3.569999933
6/23/2009,4.092175961,24.4203186,34.20410538,3.200000048
6/24/2009,4.159660816,24.34029579,34.20410538,3.170000076
6/25/2009,4.270813465,24.83496094,34.96869659,3.569999933
6/26/2009,4.349598885,25.06047821,35.0160675,3.480000019
6/29/2009,4.335245609,25.16958046,35.34086227,3.470000029
6/30/2009,4.349292278,24.81314087,34.5762558,3.190000057
7/1/2009,4.361506462,24.60186958,35.18523026,3.289999962
7/2/2009,4.275700569,23.50910378,34.58302689,3.309999943
7/6/2009,4.232644558,23.74951172,35.30025864,3.339999914
7/7/2009,4.13462162,23.90250206,35.12432861,3.25999999
7/8/2009,4.190198421,23.82964897,35.61826706,3.25
7/9/2009,4.163937092,24.49259377,35.46264648,3.180000067
7/10/2009,4.229897022,23.56009293,35.33409119,3.25999999
7/13/2009,4.346543789,25.28667259,35.84833145,3.309999943
7/14/2009,4.344406605,25.27939415,36.22725296,3.269999981
7/15/2009,4.485180378,26.41586494,36.97831726,3.470000029
7/16/2009,4.504723072,26.32115936,37.35724258,3.49000001
7/17/2009,4.633890629,26.87483025,37.83764648,3.390000105
7/20/2009,4.669314384,26.94039917,37.59407425,3.50999999
7/21/2009,4.626562595,26.91126442,37.54670715,3.720000029
7/22/2009,4.786268234,26.83112526,37.42393494,3.359999895
7/23/2009,4.819247723,27.79275894,37.62171173,3.440000057
7/24/2009,4.885513306,27.62520027,38.08551788,3.789999962
7/27/2009,4.888868809,27.77818108,38.04460144,3.720000029
7/28/2009,4.885817528,27.74175835,37.99685287,3.960000038
7/29/2009,4.886732578,27.51592445,38.27649307,4.159999847
7/30/2009,4.9710145,28.02588272,38.35151291,4.130000114
7/31/2009,4.989334583,28.15701485,37.86044693,4.119999886
8/3/2009,5.082165718,28.84910202,37.9286499,4.210000038
8/4/2009,5.055294514,29.29349136,37.82633972,5
8/5/2009,5.041857719,30.43725967,36.76915741,5.920000076
8/6/2009,5.005213261,29.68689728,35.09815598,5.849999905
8/7/2009,5.054071426,30.85978889,35.48692322,6.039999962
8/10/2009,5.029948235,31.10020256,35.58240128,5.96999979
8/11/2009,4.972233772,30.04387093,35.41872787,5.710000038
8/12/2009,5.04796648,30.75052643,35.52100754,5.829999924
8/13/2009,5.142932415,31.25319099,35.6710701,6.309999943
8/14/2009,5.092852592,30.92537689,35.71881485,6.150000095
8/17/2009,4.873296738,29.67233276,35.60969162,5.630000114
8/18/2009,5.007962227,30.3789711,35.77338409,5.769999981
8/19/2009,5.026283741,30.16770935,36.01209259,5.610000134
8/20/2009,5.079111576,30.90350342,36.16214752,5.789999962
8/21/2009,5.167359829,31.80686188,36.54409027,6
8/24/2009,5.162477016,31.33333015,36.38040161,6.03000021
8/25/2009,5.172858238,31.7485714,36.42131424,6.550000191
8/26/2009,5.112092495,31.54459381,36.39403534,6.760000229
8/27/2009,5.174385548,31.65387726,36.18942642,6.539999962
8/28/2009,5.192708015,31.26775742,36.27809143,6.519999981
8/31/2009,5.136521339,31.66116142,36.90557861,6.230000019
9/1/2009,5.04765749,30.35712433,36.16214752,5.710000038
9/2/2009,5.043994904,29.7670269,36.01209259,5.670000076
9/3/2009,5.085829258,30.67766762,36.05984116,6.179999828
9/4/2009,5.200647354,30.84520912,36.05301285,6.309999943
9/8/2009,5.280650139,30.99092293,36.96696472,6.329999924
9/9/2009,5.225991249,31.22406006,36.66686249,6.449999809
9/10/2009,5.269352913,31.34060097,38.22191238,7.599999905
9/11/2009,5.257137299,30.96179199,37.94910431,7.659999847
9/14/2009,5.304774761,31.87242317,37.71720886,8.430000305
9/15/2009,5.348748207,31.46446037,37.53305054,8.789999962
9/16/2009,5.553645611,32.52808762,37.72402573,9.090000153
9/17/2009,5.635483742,32.75394058,37.87407303,8.600000381
9/18/2009,5.64983511,32.74664688,39.09495544,8.520000458
9/21/2009,5.619300365,32.45524597,38.94490051,9.399999619
9/22/2009,5.633346558,33.85398865,39.04039001,9.050000191
9/23/2009,5.664493561,32.82678223,39.04720688,8.729999542
9/24/2009,5.613193512,32.32409668,39.44961166,8.829999924
9/25/2009,5.568915844,31.79958534,39.56555939,9.300000191
9/28/2009,5.684342384,32.64465332,39.66786575,9.130000114
9/29/2009,5.660828114,32.69565201,39.49736023,9.180000305
9/30/2009,5.65991354,31.92344284,39.50417709,9.220000267
10/1/2009,5.522806168,30.13857841,38.61751175,7.239999771
10/2/2009,5.646172523,30.53244019,38.70617676,7.210000038
10/5/2009,5.680372238,31.94746017,38.65842819,7.300000191
10/6/2009,5.802210331,32.75709534,38.89714813,7.210000038
10/7/2009,5.809542656,33.33330917,38.84259033,6.989999771
10/8/2009,5.779613972,33.04155731,39.3200264,7.21999979
10/9/2009,5.816259384,33.44272614,39.25863647,7.199999809
10/12/2009,5.826642513,33.61048889,39.21770859,7.159999847
10/13/2009,5.802518368,33.30413055,39.05401611,7.28000021
10/14/2009,5.841300011,34.39823151,39.08811951,7.820000172
10/15/2009,5.819006443,34.39823151,39.04039001,7.639999866
